YEAR,PLAYER,TEAM,AGE,GP,W,L,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_MR,PCT_PTS_3PT,PCT_PTS_FSTBRK,PCT_PTS_FT,PCT_PTS_OFF_TOS,PCT_PTS_INTHEPT,PCT_2PTGFM_ASSTD,PCT_2PTGFM_UNASSTD,PCT_3PTGFM_ASSTD,PCT_3PTGFM_UNASSTD,PCT_FGM_ASSTD,PCT_FGM_UNASSTD
2013-2014,DeJuan Blair,DAL,25,78,46,32,15.6,99.5,0.5,84.5,2.4,0,9.5,15.5,12.9,82.1,73.3,26.7,0,0,73.3,26.7
2013-2014,DeMar DeRozan,TOR,24,79,45,34,38.2,85.1,14.9,60.3,31.9,10.7,9.1,29,17.7,28.4,46.5,53.5,84.4,15.6,50.5,49.5
2013-2014,DeMarcus Cousins,SAC,23,71,28,43,32.4,99.4,0.6,73.2,18.1,0,5.8,26.8,12.9,55.1,53.3,46.7,0,0,53.3,46.7
2013-2014,DeMarre Carroll,ATL,27,73,37,36,32.1,58.3,41.7,50.6,7.4,35.9,22,13.5,21.5,43.2,70.7,29.3,93.8,6.2,78.1,21.9
2013-2014,Dennis Schroder,ATL,20,49,21,28,13.1,77.7,22.3,67.8,13.1,16.4,14.8,15.8,17.5,54.6,33.9,66.1,90,10,41.7,58.3
2013-2014,Derek Fisher,OKC,39,81,59,22,17.6,36.6,63.4,24.9,16,62.1,10.4,12.9,16.5,8.9,62.3,37.7,73.9,26.1,69.5,30.5
2013-2014,Deron Williams,BKN,30,64,37,27,32.2,62.6,37.4,49,20.3,32.1,10.6,18.9,20.8,28.6,29,71,76.5,23.5,43.5,56.5
2013-2014,Derrick Favors,UTA,22,73,25,48,30.2,99.9,0.1,80.4,11.1,0,3.5,19.6,10.7,69.3,62.8,37.2,0,0,62.8,37.2
2013-2014,Derrick Rose,CHI,25,10,5,5,31.1,71.3,28.7,52.8,10.1,30.2,18.2,17,11.9,42.8,40.5,59.5,87.5,12.5,53.4,46.6
2013-2014,Derrick Williams,SAC,23,78,29,49,23.3,79.5,20.5,57.7,11.9,12.5,22.6,29.8,19.6,45.8,60,40,84.6,15.4,63.1,36.9
2013-2014,Devin Harris,DAL,31,40,24,16,20.4,60.2,39.8,41.3,8.9,29.5,23.2,29.2,20,32.4,26.2,73.8,67.7,32.3,39.6,60.4
2013-2014,Dewayne Dedmon,ORL,24,31,7,24,12.6,100,0,78.4,14.4,0,18.6,21.6,16.5,63.9,60.5,39.5,0,0,60.5,39.5
2013-2014,Dexter Pittman,ATL,26,2,0,2,1.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Diante Garrett,UTA,25,71,23,48,14.8,63.8,36.2,52.4,12.1,43.5,10.9,4,19.8,40.3,35.4,64.6,88.9,11.1,54.5,45.5
2013-2014,Dion Waiters,CLE,22,70,28,42,29.6,74.8,25.2,60.7,29.3,24.8,12.7,14.5,17.9,31.4,35.5,64.5,87,13,46.5,53.5
2013-2014,Dionte Christmas,PHX,27,31,15,16,6.4,50,50,36.6,14.1,38,28.2,25.4,18.3,22.5,61.5,38.5,100,0,77.3,22.7
2013-2014,Dirk Nowitzki,DAL,36,80,48,32,32.9,74.2,25.8,57.9,41.2,22.7,6.2,19.5,14,16.7,50,50,94.7,5.3,59.2,40.8
2013-2014,Donald Sloan,IND,26,48,31,17,8.2,64.1,35.9,61.8,18.2,27.3,12.7,10.9,18.2,43.6,11.8,88.2,90,10,29.5,70.5
2013-2014,Donatas Motiejunas,HOU,23,62,42,20,15.4,71.6,28.4,64.5,2.9,18.5,9.1,17,13.5,61.6,72.7,27.3,100,0,77.1,22.9
2013-2014,Dorell Wright,POR,28,68,48,20,14.5,32,68,24.5,8.7,60.3,13.4,15.2,18.1,15.7,59.5,40.5,97.1,2.9,82.9,17.1
2013-2014,Doron Lamb,ORL,22,53,13,40,13.1,43.8,56.3,28.3,13.6,56.5,8.4,15.2,11.5,14.7,48.1,51.9,91.7,8.3,73,27
2013-2014,Draymond Green,GSW,24,82,51,31,21.9,64.1,35.9,51.7,11.4,32.3,10,16,14.9,40.3,63.6,36.4,94.5,5.5,72.7,27.3
2013-2014,Drew Gooden,WAS,32,22,12,10,18,88.1,11.9,75.4,38.3,11.5,2.2,13.1,14.2,37.2,63.8,36.2,85.7,14.3,65.8,34.2
2013-2014,Dwight Buycks,TOR,25,14,5,9,10.4,64.6,35.4,46.5,14,34.9,7,18.6,11.6,32.6,50,50,100,0,66.7,33.3
2013-2014,Dwight Howard,HOU,28,71,48,23,33.8,99.1,0.9,72.6,0.8,0.5,5.1,26.9,10.8,71.9,51,49,100,0,51.2,48.8
2013-2014,Dwyane Wade,MIA,32,54,36,18,32.9,95.8,4.2,79,24.1,2.6,15,18.4,18.7,54.9,42.9,57.1,77.8,22.2,43.6,56.4
2013-2014,E'Twaun Moore,ORL,25,79,22,57,19.1,64.7,35.3,55.3,16,34.3,22.8,10.4,20.4,39.3,44.9,55.1,93,7,59,41
2013-2014,Earl Clark,NYK,26,54,22,32,14.2,53.3,46.7,43.6,17.9,47.9,9.7,8.6,13.2,25.7,64.3,35.7,100,0,79.4,20.6
2013-2014,Earl Watson,POR,35,24,17,7,6.7,36.4,63.6,16.7,16.7,50,0,33.3,0,0,0,100,100,0,66.7,33.3
2013-2014,Ed Davis,MEM,25,63,38,25,15.2,100,0,86.8,10.6,0,8.7,13.2,15.1,76.2,70.3,29.7,0,0,70.3,29.7
2013-2014,Ekpe Udoh,MIL,27,42,7,35,19.1,100,0,79.2,19.4,0,6.9,20.8,14.6,59.7,73.7,26.3,0,0,73.7,26.3
2013-2014,Elias Harris,LAL,24,2,1,1,5.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Elliot Williams,PHI,25,67,13,54,17.3,62.9,37.1,51,6.4,27.5,27.7,21.5,25.5,44.6,58.3,41.7,86.5,13.5,65.7,34.3
2013-2014,Elton Brand,ATL,35,73,34,39,19.4,99.4,0.6,85.4,32,0,6.4,14.6,15.3,53.5,83.2,16.8,0,0,83.2,16.8
2013-2014,Enes Kanter,UTA,22,80,23,57,26.7,99.9,0.1,84.9,20.1,0,4.6,15.1,10.7,64.8,53.9,46.1,0,0,53.9,46.1
2013-2014,Eric Bledsoe,PHX,24,43,28,15,32.9,74.8,25.2,56.4,13.9,19.7,23.5,24,17.2,42.5,12.6,87.4,44,56,18.5,81.5
2013-2014,Eric Gordon,NOP,25,64,26,38,32.1,68.4,31.6,51.6,13.8,30.7,21.4,17.7,16.5,37.9,37.3,62.7,87.1,12.9,51.4,48.6
2013-2014,Eric Maynor,PHI,27,31,11,20,10.5,63.4,36.6,48.8,17.1,43.9,18.3,7.3,13.4,31.7,20,80,91.7,8.3,46.9,53.1
2013-2014,Erik Murphy,CHI,23,24,13,11,2.6,76.9,23.1,100,33.3,0,33.3,0,0,66.7,100,0,0,0,100,0
2013-2014,Ersan Ilyasova,MIL,27,55,10,45,26.9,77.4,22.6,64.7,27.5,18,9.4,17.3,21,37.2,77.5,22.5,100,0,81,19
2013-2014,Evan Fournier,DEN,21,76,35,41,19.8,56.4,43.6,43.6,8.2,41.8,15,14.6,16.1,35.4,48.2,51.8,89.9,10.1,64.5,35.5
2013-2014,Evan Turner,IND,25,81,29,52,30.3,84.7,15.3,67.9,25.8,13.3,13.3,18.8,16.7,42.1,40.6,59.4,98,2,47.2,52.8
2013-2014,Francisco Garcia,HOU,32,55,33,22,19.7,34.4,65.6,31.1,4.4,65.7,11.4,3.2,15.2,26.7,38.8,61.2,95.7,4.3,72,28
2013-2014,Gal Mekel,DAL,26,31,18,13,9.4,76.7,23.3,68.5,16.4,20.5,23.3,11,28.8,52.1,36,64,100,0,46.7,53.3
2013-2014,Garrett Temple,WAS,28,75,40,35,8.5,79.4,20.6,65.2,29,13,31.9,21.7,34.8,36.2,51.1,48.9,50,50,51,49
2013-2014,Gary Neal,CHA,29,52,19,33,21.4,61.8,38.2,45.6,26.3,37.2,9.3,17.2,13,19.3,47.2,52.8,70.6,29.4,55.4,44.6
2013-2014,George Hill,IND,28,76,50,26,32,57.8,42.2,45.3,12.5,36.5,12.7,18.2,16.3,32.8,36.2,63.8,84.2,15.8,52.9,47.1
2013-2014,Gerald Green,PHX,28,82,48,34,28.4,49.3,50.7,37.7,16.4,47.3,20.4,15.1,15.7,21.3,37.7,62.3,83.8,16.2,58.7,41.3
2013-2014,Gerald Henderson,CHA,26,77,40,37,32,87.6,12.4,67.2,37,11.1,9.3,21.7,14.4,30.2,55.1,44.9,90,10,58.6,41.4
2013-2014,Gerald Wallace,BOS,31,58,19,39,24.4,72.2,27.8,65.1,4,19.1,14.1,15.8,22.8,61.1,64.9,35.1,100,0,70.7,29.3
2013-2014,Giannis Antetokounmpo,MIL,19,77,14,63,24.6,71.8,28.2,50.3,3.8,23.4,24.6,26.3,21.3,46.5,62.1,37.9,70.7,29.3,64.2,35.8
2013-2014,Gigi Datome,DET,26,34,9,25,7,59.8,40.2,65.1,38.6,25.3,14.5,9.6,31.3,26.5,55.6,44.4,100,0,64.7,35.3
2013-2014,Glen Davis,LAC,28,68,30,38,24.4,98.1,1.9,83.3,36.8,1.9,4.1,14.8,11.9,46.5,68.2,31.8,75,25,68.3,31.7
2013-2014,Glen Rice,WAS,23,11,2,9,9.9,54.1,45.9,37.5,0,46.9,28.1,15.6,28.1,37.5,66.7,33.3,100,0,81.8,18.2
2013-2014,Goran Dragic,PHX,28,76,45,31,35.1,72.6,27.4,55.8,14.1,23.7,24.8,20.5,16.5,41.6,20.9,79.1,53.3,46.7,28.1,71.9
2013-2014,Gordon Hayward,UTA,24,77,23,54,36.4,72.9,27.1,54.6,25.8,20.4,21.6,24.9,17.4,28.8,40.2,59.8,89.4,10.6,50,50
2013-2014,Gorgui Dieng,MIN,24,60,32,28,13.6,99.6,0.4,78.3,11.2,1,8,20.6,14.3,67.1,70.5,29.5,100,0,70.8,29.2
2013-2014,Greg Monroe,DET,24,82,29,53,32.8,99.9,0.1,80.7,8.5,0,11.4,19.3,15.3,72.2,55.8,44.2,0,0,55.8,44.2
2013-2014,Greg Oden,MIA,26,23,16,7,9.2,100,0,80.6,0,0,3,19.4,11.9,80.6,77.8,22.2,0,0,77.8,22.2
2013-2014,Greg Smith,HOU,23,11,7,4,9.1,100,0,94.7,0,0,10.5,5.3,5.3,94.7,44.4,55.6,0,0,44.4,55.6
2013-2014,Greg Stiemsma,NOP,28,55,21,34,18.3,99.2,0.8,88.1,8.8,0,0,11.9,23.9,79.2,70,30,0,0,70,30
2013-2014,Greivis Vasquez,TOR,27,79,46,33,22.5,56.1,43.9,44.3,14.8,43.1,10.2,12.5,16,29.6,21.4,78.6,80.7,19.3,44.8,55.2
2013-2014,Gustavo Ayon,ATL,29,26,12,14,16.5,100,0,92.9,10.7,0,11.6,7.1,22.3,82.1,78.8,21.2,0,0,78.8,21.2
2013-2014,Hamady Ndiaye,SAC,27,14,5,9,5.3,100,0,100,0,0,0,0,33.3,100,66.7,33.3,0,0,66.7,33.3
2013-2014,Harrison Barnes,GSW,22,78,48,30,28.3,72,28,55.6,13.3,26.8,14.4,17.6,18.6,42.3,49.3,50.7,97,3,60.9,39.1
2013-2014,Hasheem Thabeet,OKC,27,23,18,5,8.4,100,0,96.3,29.6,0,7.4,3.7,14.8,66.7,84.6,15.4,0,0,84.6,15.4
2013-2014,Hedo Turkoglu,LAC,35,38,27,11,10.3,54.1,45.9,34.8,15.7,57.4,11.3,7.8,13,19.1,70,30,90.9,9.1,81,19
2013-2014,Henry Sims,PHI,24,46,11,35,19,99.6,0.4,74.3,22.9,0,7.1,25.7,15.7,51.4,59.2,40.8,0,0,59.2,40.8
2013-2014,Hilton Armstrong,GSW,29,15,12,3,6.4,100,0,72,16,0,20,28,20,56,44.4,55.6,0,0,44.4,55.6
2013-2014,Hollis Thompson,PHI,23,77,18,59,22.6,55.1,44.9,45.1,11.3,43.6,12.4,11.3,15.6,33.8,63.5,36.5,94,6,75.4,24.6
2013-2014,Ian Clark,UTA,23,23,3,20,7.5,53.7,46.3,44.1,11.8,48.5,11.8,7.4,16.2,32.4,40,60,90.9,9.1,61.5,38.5
2013-2014,Ian Mahinmi,IND,27,77,51,26,16.2,99.5,0.5,66.9,7.4,0,2.2,33.1,15.1,59.6,65.9,34.1,0,0,65.9,34.1
2013-2014,Iman Shumpert,NYK,24,74,36,38,26.5,52.9,47.1,43.2,18.6,46.1,11.1,10.7,22.6,24.6,27.1,72.9,82.9,17.1,50.3,49.7
2013-2014,Isaiah Canaan,HOU,23,22,14,8,11.5,36.8,63.2,25.7,5.9,53.5,19.8,20.8,13.9,19.8,30.8,69.2,77.8,22.2,58.1,41.9
2013-2014,Isaiah Thomas,SAC,25,72,26,46,34.7,66.8,33.2,50.4,16.1,26,17.7,23.6,16.1,34.3,24.1,75.9,52.8,47.2,31.5,68.5
2013-2014,Ish Smith,PHX,25,70,39,31,14.4,91.8,8.2,90.4,19.2,1.1,24.5,8.4,26.4,71.3,15.3,84.7,0,100,15.1,84.9
2013-2014,J.J. Barea,MIN,30,79,40,39,18.6,64.8,35.2,54.8,14.2,33.2,8.8,12,10.5,40.6,15.5,84.5,45.2,54.8,24,76
2013-2014,JJ Hickson,DEN,25,69,31,38,26.9,98.8,1.2,81.6,9.8,0,10.6,18.4,12.8,71.7,69.3,30.7,0,0,69.3,30.7
2013-2014,JJ Redick,LAC,30,35,24,11,28.2,53.5,46.5,40.6,25.6,41.2,19.5,18.2,18.2,15,83.3,16.7,91.8,8.2,86.7,13.3
2013-2014,JR Smith,NYK,28,74,34,40,32.7,49.7,50.3,38.7,20.4,52.9,8.8,8.4,13.8,18.3,19.8,80.2,90.5,9.5,53.5,46.5
2013-2014,JaVale McGee,DEN,26,5,1,4,15.9,100,0,97.1,5.7,0,0,2.9,28.6,91.4,64.7,35.3,0,0,64.7,35.3
2013-2014,Jae Crowder,DAL,23,78,47,31,16.1,49,51,44.9,10.7,42.1,18.3,12.9,22.5,34.3,55,45,96,4,70.8,29.2
2013-2014,Jamaal Franklin,MEM,22,21,11,10,7.7,71.8,28.2,56.4,20.5,38.5,28.2,5.1,23.1,35.9,63.6,36.4,100,0,75,25
2013-2014,Jamaal Tinsley,UTA,36,8,0,8,13.8,25,75,66.7,22.2,33.3,0,0,0,44.4,0,100,100,0,25,75
2013-2014,Jamal Crawford,LAC,34,69,47,22,30.4,55.9,44.1,40.6,21.2,37.7,13.7,21.8,17.6,19.3,36.2,63.8,75.2,24.8,51.1,48.9
2013-2014,Jameer Nelson,ORL,32,68,21,47,32,47.7,52.3,38.5,9.5,49.8,9.4,11.7,9.9,29,27.8,72.2,51.5,48.5,38.8,61.2
2013-2014,James Anderson,PHI,25,80,19,61,28.9,51,49,47.9,5.2,42.6,25.1,9.5,19.1,42.7,68,32,90.4,9.6,76.4,23.6
2013-2014,James Harden,HOU,24,73,48,25,38,59.9,40.1,40.2,9.8,28.7,27.3,31.1,16.8,30.4,22.3,77.7,58.8,41.2,34.1,65.9
2013-2014,James Johnson,MEM,27,52,33,19,18.4,71.8,28.2,63,6.8,17.2,12.2,19.8,14.3,56.3,34.7,65.3,95.5,4.5,44.1,55.9
2013-2014,James Jones,MIA,33,20,15,5,11.8,20.6,79.4,6.2,2.1,86.6,3.1,7.2,24.7,4.1,33.3,66.7,100,0,93.5,6.5
2013-2014,James Nunnally,PHI,23,13,3,10,12.7,45.7,54.3,31.8,4.5,54.5,29.5,13.6,34.1,27.3,71.4,28.6,100,0,86.7,13.3
2013-2014,James Southerland,NOP,24,4,2,2,7.5,60,40,28.6,14.3,64.3,0,7.1,0,14.3,100,0,100,0,100,0
2013-2014,Jan Vesely,DEN,24,54,22,32,14.4,100,0,90.4,3,0,28.4,9.6,25.4,87.3,73,27,0,0,73,27
2013-2014,Jannero Pargo,CHA,34,29,15,14,8.3,49.2,50.8,41.2,38.2,52.9,11.8,5.9,16.2,2.9,42.9,57.1,66.7,33.3,53.8,46.2
2013-2014,Jared Cunningham,SAC,23,13,5,8,6.2,66.7,33.3,38.5,15.4,11.5,15.4,50,15.4,23.1,40,60,100,0,50,50
2013-2014,Jared Dudley,LAC,28,74,51,23,23.4,49.7,50.3,45,28.2,47.6,23.3,7.4,16.8,16.8,90.4,9.6,100,0,94.4,5.6
2013-2014,Jared Sullinger,BOS,22,74,23,51,27.6,76.9,23.1,66.8,15.3,17.1,5.1,16.1,14.3,51.5,47.9,52.1,100,0,55.5,44.5
2013-2014,Jarrett Jack,CLE,30,80,32,48,28.2,73.5,26.5,58.7,32.4,24.9,8.3,16.4,12.2,26.3,32.3,67.7,79.4,20.6,42.7,57.3
2013-2014,Jarvis Varnado,PHI,26,24,5,19,14.1,100,0,72.7,24.2,0,15.2,27.3,13.1,48.5,80.6,19.4,0,0,80.6,19.4
2013-2014,Jason Collins,BKN,35,22,16,6,7.8,87.5,12.5,88,24,0,0,12,8,64,72.7,27.3,0,0,72.7,27.3
2013-2014,Jason Maxiell,ORL,31,34,7,27,14.4,100,0,86.2,25.7,0,3.7,13.8,11.9,60.6,70.2,29.8,0,0,70.2,29.8
2013-2014,Jason Smith,NOP,28,31,11,20,26.8,100,0,87,62.5,0,3.7,13,13,24.6,84.7,15.3,0,0,84.7,15.3
2013-2014,Jason Terry,BKN,36,35,17,18,16.3,32.2,67.8,20.1,12.6,73.6,18.2,6.3,16.4,7.5,56.3,43.8,84.6,15.4,76.4,23.6
2013-2014,Jason Thompson,SAC,27,82,28,54,24.5,100,0,85.7,17.4,0,4.9,14.3,11.3,68.3,59.8,40.2,0,0,59.8,40.2
2013-2014,Jeff Adrien,MIL,28,53,17,36,18.1,100,0,79,11.6,0,6.4,21,14.4,67.4,64.3,35.7,0,0,64.3,35.7
2013-2014,Jeff Ayres,SAS,27,73,55,18,13,100,0,84.2,9.2,0,9.6,15.8,14.2,75,79.2,20.8,0,0,79.2,20.8
2013-2014,Jeff Green,BOS,27,82,25,57,34.2,66.2,33.8,50.2,13.7,29.3,15.8,20.5,12.4,36.5,45.8,54.2,86.7,13.3,57.3,42.7
2013-2014,Jeff Teague,ATL,26,79,37,42,32.2,78.4,21.6,58.6,10.7,17,23.3,24.4,20.2,47.9,19.9,80.1,59.5,40.5,26.3,73.7
2013-2014,Jeff Withey,NOP,24,58,21,37,11.8,99.2,0.8,72.6,9.5,0,2.6,27.4,13.2,63.2,82.6,17.4,0,0,82.6,17.4
2013-2014,Jeffery Taylor,CHA,25,26,12,14,24.2,69.3,30.7,61.5,9.6,26,17.8,12.5,20.7,51.9,71.9,28.1,100,0,78,22
2013-2014,Jeremy Evans,UTA,26,66,23,43,18.3,99.4,0.6,87.3,20.4,0,12.2,12.7,18.5,66.8,71.4,28.6,0,0,71.4,28.6
2013-2014,Jeremy Lamb,OKC,22,78,57,21,19.7,59.4,40.6,52.6,18.9,39.7,16.5,7.7,21.7,33.7,56.6,43.4,89.8,10.2,67.7,32.3
2013-2014,Jeremy Lin,HOU,25,71,48,23,28.9,65.4,34.6,47.9,9.4,27.6,18.3,24.5,16.3,38.4,32.4,67.6,85.4,14.6,47.1,52.9
2013-2014,Jeremy Tyler,NYK,23,41,20,21,9.7,100,0,82.2,21.9,0,8.9,17.8,13.7,60.3,48.3,51.7,0,0,48.3,51.7
2013-2014,Jermaine O'Neal,GSW,35,44,27,17,20.1,100,0,71.6,8,0,0.9,28.4,8,63.6,59.2,40.8,0,0,59.2,40.8
2013-2014,Jerryd Bayless,BOS,25,72,24,48,23.4,65.6,34.4,51.7,29.4,34.2,10.8,14.1,15.5,22.2,37.2,62.8,90.8,9.2,53.6,46.4
2013-2014,Jimmer Fredette,CHI,25,49,20,29,10.6,63,37,49.1,24.9,44,11.7,7,10.3,24.2,22.4,77.6,52.5,47.5,33.6,66.4
2013-2014,Jimmy Butler,CHI,24,67,43,24,38.7,65.4,34.6,47.2,15.3,23.2,18.3,29.6,21.6,31.9,59.4,40.6,98.5,1.5,69.1,30.9
2013-2014,Joakim Noah,CHI,29,80,48,32,35.2,99.8,0.3,75.5,13.7,0,7.4,24.5,17.7,61.8,63.7,36.3,0,0,63.7,36.3
2013-2014,Jodie Meeks,LAL,26,77,25,52,33.2,54.7,45.3,41.5,6.3,40.2,27.5,18.3,17.5,35.2,74.1,25.9,90.7,9.3,80.6,19.4
2013-2014,Joe Johnson,BKN,33,79,43,36,32.6,60.3,39.7,48.2,16.2,39,4.4,12.8,18,32,25,75,84.6,15.4,45.9,54.1
2013-2014,Joel Anthony,BOS,31,33,16,17,5.6,100,0,85.7,21.4,0,7.1,14.3,0,64.3,58.3,41.7,0,0,58.3,41.7
2013-2014,Joel Freeland,POR,27,52,37,15,14,98.8,1.2,88.5,31,0,7.5,11.5,11.5,57.5,75.3,24.7,0,0,75.3,24.7
2013-2014,John Henson,MIL,23,70,12,58,26.5,99.8,0.2,88.3,6.9,0,9.5,11.7,15,81.4,65.4,34.6,0,0,65.4,34.6
2013-2014,John Jenkins,ATL,23,13,6,7,12.1,57.1,42.9,60,20,30,30,10,20,40,58.3,41.7,100,0,68.8,31.3
2013-2014,John Lucas III,UTA,31,42,10,32,14.1,55.8,44.2,46.5,25.2,47.2,17,6.3,16.4,21.4,37.8,62.2,100,0,62.9,37.1
2013-2014,John Salmons,TOR,34,78,46,32,22.1,60.5,39.5,43.2,25.8,46.9,7.9,9.9,19.9,17.4,39.1,60.9,93.7,6.3,62,38
2013-2014,John Wall,WAS,23,82,44,38,36.3,77,23,59.5,24.4,20.5,25.8,20,21.4,35.1,17.6,82.4,65.7,34.3,26.6,73.4
2013-2014,Jon Leuer,MEM,25,49,24,25,13.1,80.1,19.9,64.9,21.2,22.8,10.3,12.3,20.2,43.7,69.4,30.6,100,0,75.2,24.8
2013-2014,Jonas Jerebko,DET,27,64,23,41,11.6,64.4,35.6,49.6,9.6,34.4,11.9,15.9,19.6,40,70.1,29.9,96.8,3.2,78.6,21.4
2013-2014,Jonas Valanciunas,TOR,22,81,47,34,28.2,99.9,0.1,78.4,10.9,0,3.1,21.6,13,67.5,59.3,40.7,0,0,59.3,40.7
2013-2014,Jordan Crawford,GSW,25,81,39,42,23,63.8,36.2,53.3,21.1,30.3,15.7,16.4,14.5,32.1,16.5,83.5,58.9,41.1,28.1,71.9
2013-2014,Jordan Farmar,LAL,27,41,16,25,22.3,56,44,38.9,16.3,50.5,19.7,10.6,15.6,22.6,25.9,74.1,64.3,35.7,43.7,56.3
2013-2014,Jordan Hamilton,HOU,23,60,31,29,17,47.3,52.7,38.1,7.4,52,21.3,9.9,20.8,30.7,51.9,48.1,87.1,12.9,68.7,31.3
2013-2014,Jordan Hill,LAL,26,72,24,48,20.8,99.8,0.2,82.2,12.6,0,5,17.8,15.2,69.5,58.4,41.6,0,0,58.4,41.6
2013-2014,Jorge Gutierrez,BKN,25,15,8,7,16.3,77.8,22.2,71,22.6,14.5,17.7,14.5,29,48.4,77.3,22.7,100,0,80,20
2013-2014,Jose Calderon,DAL,32,81,49,32,30.5,43.2,56.8,32.4,21.2,61.9,8.8,5.6,16.3,11.2,30,70,84.8,15.2,60.7,39.3
2013-2014,Josh Childress,NOP,31,4,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Josh Harrellson,DET,25,32,12,20,9.9,62.2,37.8,55.9,8.6,38.7,5.4,5.4,10.8,47.3,50,50,100,0,65.8,34.2
2013-2014,Josh McRoberts,CHA,27,78,39,39,30.3,48.6,51.4,43,8.5,47.7,5.3,9.4,10.3,34.5,68.3,31.7,98.1,1.9,81,19
2013-2014,Josh Powell,HOU,31,1,0,1,19.4,100,0,100,100,0,0,0,0,0,100,0,0,0,100,0
2013-2014,Josh Smith,DET,28,77,28,49,35.5,78.5,21.5,70.7,19.8,16.6,13.9,12.7,15.2,50.9,54.4,45.6,95.7,4.3,60,40
2013-2014,Jrue Holiday,NOP,24,34,15,19,33.6,83,17,71,27.5,18.5,9.2,10.5,15.4,43.5,16.2,83.8,46.7,53.3,20.7,79.3
2013-2014,Julyan Stone,TOR,25,21,9,12,5.7,52.9,47.1,55.6,0,33.3,0,11.1,11.1,55.6,20,80,100,0,42.9,57.1
2013-2014,Justin Hamilton,MIA,24,8,4,4,9,55,45,46.2,7.7,34.6,7.7,19.2,23.1,38.5,83.3,16.7,100,0,88.9,11.1
2013-2014,Kawhi Leonard,SAS,23,66,54,12,29.1,71.8,28.2,63.5,18.7,24.5,25.8,12,20.9,44.8,51.9,48.1,88.4,11.6,59.3,40.7
2013-2014,Keith Bogans,BOS,34,6,1,5,9.2,0,100,0,0,75,0,25,0,0,0,0,100,0,100,0
2013-2014,Kelly Olynyk,BOS,23,70,18,52,20,77.3,22.7,63.9,14.2,19.8,11.4,16.3,15.7,49.8,68.6,31.4,97.5,2.5,73.5,26.5
2013-2014,Kemba Walker,CHA,24,73,38,35,35.8,71.4,28.6,52.8,23.7,25.4,11.9,21.9,14.4,29,21.2,78.8,67,33,32.3,67.7
2013-2014,Kendall Marshall,LAL,22,54,14,40,29,57.5,42.5,46,14.4,49.5,9.1,4.4,12.8,31.6,21.2,78.8,87.3,12.7,48.8,51.2
2013-2014,Kendrick Perkins,OKC,29,62,48,14,19.5,99.5,0.5,82.5,13.3,0,0.9,17.5,13.7,69.2,66.7,33.3,0,0,66.7,33.3
2013-2014,Kenneth Faried,DEN,24,80,36,44,27.2,99.6,0.4,81.6,5.7,0,17.2,18.4,15.7,75.9,66.7,33.3,0,0,66.7,33.3
2013-2014,Kent Bazemore,LAL,24,67,35,32,13.6,62.7,37.3,51.6,12.9,32,29.5,16.4,23.8,38.7,37.5,62.5,67.4,32.6,46.3,53.7
2013-2014,Kentavious Caldwell-Pope,DET,21,80,28,52,19.8,59.8,40.2,52.3,14.9,37.7,30,10,28.7,37.4,63.4,36.6,96.6,3.4,74.2,25.8
2013-2014,Kenyon Martin,NYK,36,32,13,19,19.8,99.2,0.8,92,16.1,0,5.8,8,16.8,75.9,68.3,31.7,0,0,68.3,31.7
2013-2014,Kevin Durant,OKC,25,81,58,23,38.5,70.9,29.1,50.7,17.4,22.2,17.3,27.1,16,33.2,44.7,55.3,55.7,44.3,47.2,52.8
2013-2014,Kevin Garnett,BKN,38,54,27,27,20.5,99.2,0.8,89.2,54,0,3.4,10.8,16.2,35.2,80.3,19.7,0,0,80.3,19.7
2013-2014,Kevin Love,MIN,25,77,39,38,36.3,64.5,35.5,45.8,12.6,28.4,7.1,25.9,17.6,33.1,57.2,42.8,85.8,14.2,65.5,34.5
2013-2014,Kevin Martin,MIN,31,68,32,36,32,71,29,50.1,20,26.6,20,23.3,22.9,30,58.5,41.5,88.7,11.3,66.4,33.6
2013-2014,Kevin Seraphin,WAS,24,53,25,28,10.9,100,0,89.2,19.3,0,1.6,10.8,18.9,69.9,53.2,46.8,0,0,53.2,46.8
2013-2014,Khris Middleton,MIL,22,82,15,67,30,66,34,51.7,28.9,36.4,10.8,11.9,13.8,22.8,68.8,31.3,95.8,4.2,77.4,22.6
2013-2014,Kirk Hinrich,CHI,33,73,45,28,29,60.9,39.1,47.4,26.7,38.3,10.2,14.3,16.8,20.7,38.6,61.4,83.5,16.5,54.3,45.7
2013-2014,Klay Thompson,GSW,24,81,51,30,35.4,57.5,42.5,45.2,21.6,45,15.5,9.9,15.9,23.5,62.2,37.8,94.6,5.4,75.1,24.9
2013-2014,Kobe Bryant,LAL,35,6,2,4,29.5,78.1,21.9,67.5,28.9,10.8,2.4,21.7,7.2,38.6,25,75,66.7,33.3,29,71
2013-2014,Kosta Koufos,MEM,25,80,48,32,16.9,100,0,88.3,6.6,0,4.9,11.7,12.6,81.7,73.6,26.4,0,0,73.6,26.4
