YEAR,PLAYER,TEAM,AGE,GP,W,L,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_MR,PCT_PTS_3PT,PCT_PTS_FSTBRK,PCT_PTS_FT,PCT_PTS_OFF_TOS,PCT_PTS_INTHEPT,PCT_2PTGFM_ASSTD,PCT_2PTGFM_UNASSTD,PCT_3PTGFM_ASSTD,PCT_3PTGFM_UNASSTD,PCT_FGM_ASSTD,PCT_FGM_UNASSTD
2014-2015,Steve Blake,POR,35,81,51,30,18.9,33,67,25.7,17.1,66,7.1,8.3,10.9,8.6,33.3,66.7,75.3,24.7,59.8,40.2
2014-2015,Steve Novak,OKC,32,35,12,23,5.6,14.3,85.7,9.5,9.5,90.5,23.8,0,9.5,0,100,0,100,0,100,0
2014-2015,Steven Adams,OKC,21,70,37,33,25.3,99.5,0.5,80.8,1.1,0,6.1,19.2,10.2,79.7,65,35,0,0,65,35
2014-2015,T.J. Warren,PHX,21,40,17,23,15.4,90.2,9.8,88.2,9,6.1,13.1,5.7,25.3,79.2,62,38,100,0,63.7,36.3
2014-2015,Taj Gibson,CHI,30,62,38,24,27.3,100,0,79.4,14.1,0,4.1,20.6,12.7,65.3,71.7,28.3,0,0,71.7,28.3
2014-2015,Tarik Black,LAL,23,63,25,38,19,99.6,0.4,82.8,1.6,0,5.8,17.2,14.2,81.3,64.3,35.7,0,0,64.3,35.7
2014-2015,Tayshaun Prince,DET,35,58,27,31,24.1,83.3,16.7,67.3,35,21.4,14.1,11.3,19.4,32.3,59.6,40.4,96.8,3.2,66.1,33.9
2014-2015,Terrence Jones,HOU,23,33,24,9,27,87.6,12.4,75.1,2.1,10.1,14.8,14.8,17.9,73.1,60,40,100,0,63.3,36.7
2014-2015,Terrence Ross,TOR,24,82,49,33,25.5,48.2,51.8,40.6,18.1,53.9,13,5.5,16.5,22.6,57.9,42.1,93.1,6.9,74.4,25.6
2014-2015,Thabo Sefolosha,ATL,31,52,43,9,18.8,68.7,31.3,56.8,5,27,19.4,16.2,28.4,51.8,68.4,31.6,96,4,75,25
2014-2015,Thaddeus Young,BKN,27,76,25,51,32,88.1,11.9,77.1,12,10.6,13.3,12.2,19.6,65.2,55.7,44.3,92.1,7.9,58.8,41.2
2014-2015,Thomas Robinson,PHI,24,54,26,28,14.8,99.2,0.8,81.8,9.7,0,13.6,18.2,24.7,72.1,56.3,43.7,0,0,56.3,43.7
2014-2015,Tiago Splitter,SAS,30,52,34,18,19.8,100,0,79,1.9,0,7.7,21,17.1,77.1,69.2,30.8,0,0,69.2,30.8
2014-2015,Tim Duncan,SAS,39,77,53,24,28.9,99.1,0.9,77.9,17.6,0.6,4.4,21.5,13.2,60.4,73.9,26.1,100,0,74,26
2014-2015,Tim Frazier,POR,24,11,3,8,21.8,72.1,27.9,56.1,17.5,26.3,26.3,17.5,12.3,38.6,18.8,81.3,80,20,33.3,66.7
2014-2015,Tim Hardaway Jr.,NYK,23,70,16,54,24,50.6,49.4,39.3,13.4,45.1,20.4,15.5,16.2,25.9,51.9,48.1,89.3,10.7,68.1,31.9
2014-2015,Timofey Mozgov,CLE,28,81,49,32,25.3,98.9,1.1,79.5,9.4,0.8,8,19.7,12.6,70.1,75.6,24.4,100,0,75.8,24.2
2014-2015,Tobias Harris,ORL,22,68,20,48,34.8,74.8,25.2,61,14.6,22.4,11.6,16.6,18,46.4,55.8,44.2,96.6,3.4,63.8,36.2
2014-2015,Toney Douglas,NOP,29,12,7,5,14.7,64.7,35.3,54.9,11.8,29.4,33.3,15.7,21.6,43.1,7.1,92.9,100,0,31.6,68.4
2014-2015,Tony Allen,MEM,33,63,46,17,26.2,93.6,6.4,79.8,4.5,5.6,29.3,14.7,25.6,75.3,59.5,40.5,100,0,61.3,38.7
2014-2015,Tony Parker,SAS,33,68,48,20,28.7,89.3,10.7,75,28.3,11.7,12.3,13.3,14.1,46.7,24.3,75.7,94.7,5.3,30.9,69.1
2014-2015,Tony Snell,CHI,23,72,43,29,19.6,46.9,53.1,39.5,7.8,50.3,9,10.1,18.6,31.7,53.5,46.5,93.2,6.8,71.7,28.3
2014-2015,Tony Wroten,PHI,22,30,4,26,29.8,67.3,32.7,54.4,0,21.9,28,23.7,24.7,54.4,37,63,70.3,29.7,44,56
2014-2015,Toure' Murry,UTA,25,5,3,2,3.6,100,0,66.7,0,0,66.7,33.3,66.7,66.7,50,50,0,0,50,50
2014-2015,Travis Wear,NYK,24,51,7,44,13.2,85.6,14.4,73.4,49.2,16.6,6,10.1,17.1,24.1,49.3,50.7,81.8,18.2,53.6,46.4
2014-2015,Trevor Ariza,HOU,29,82,56,26,35.7,39,61,32.8,5.9,55.5,25.2,11.6,23,26.9,58.1,41.9,93.3,6.7,76.8,23.2
2014-2015,Trevor Booker,UTA,27,79,37,42,19.8,81.9,18.1,69.5,13.4,15.3,12.9,15.2,16.4,56.1,56.9,43.1,93.1,6.9,61.5,38.5
2014-2015,Trey Burke,UTA,22,76,35,41,30.1,61.2,38.8,50.6,24.7,38.2,10.9,11.2,15.2,25.9,21.1,78.9,89.5,10.5,44.1,55.9
2014-2015,Tristan Thompson,CLE,24,82,53,29,26.8,100,0,77.1,3.8,0,9.1,22.9,14.3,73.3,71.5,28.5,0,0,71.5,28.5
2014-2015,Troy Daniels,CHA,23,47,15,32,8.5,28.5,71.5,20.5,13.6,73.3,9.1,6.3,7.4,6.8,66.7,33.3,76.7,23.3,73.8,26.2
2014-2015,Ty Lawson,DEN,27,75,29,46,35.5,77.9,22.1,58.4,22.2,18.4,18.5,23.2,16.8,36.2,14.7,85.3,61.4,38.6,22.8,77.2
2014-2015,Tyler Ennis,MIL,20,33,11,22,12.5,70.1,29.9,66.1,18.2,29.8,14.9,4.1,17.4,47.9,32.5,67.5,66.7,33.3,40.4,59.6
2014-2015,Tyler Hansbrough,TOR,29,74,45,29,14.3,95.8,4.2,63,3,1.1,7.4,35.9,18.1,60,76.5,23.5,100,0,76.7,23.3
2014-2015,Tyler Johnson,MIA,23,32,15,17,18.8,71.3,28.7,54.7,13.7,28.4,17.4,16.8,24.7,41.1,44.2,55.8,94.4,5.6,57.1,42.9
2014-2015,Tyler Zeller,BOS,25,82,40,42,21.1,100,0,81.6,16.3,0,10.8,18.4,14.4,65.3,79.1,20.9,0,0,79.1,20.9
2014-2015,Tyreke Evans,NOP,25,79,43,36,34,80.5,19.5,68.8,8.8,15.8,20.8,15.4,17.3,60,25.2,74.8,69.6,30.4,31.1,68.9
2014-2015,Tyrus Thomas,MEM,28,2,2,0,3.3,100,0,50,50,0,0,50,0,0,100,0,0,0,100,0
2014-2015,Tyson Chandler,DAL,32,75,47,28,30.5,100,0,76,4.7,0,13,24,16,71.3,72.7,27.3,0,0,72.7,27.3
2014-2015,Udonis Haslem,MIA,35,62,31,31,16,95.8,4.2,80.5,23.8,2.3,8,17.2,14.2,56.7,69.5,30.5,100,0,70.1,29.9
2014-2015,Vander Blue,LAL,22,2,0,2,36.9,66.7,33.3,63.6,9.1,27.3,18.2,9.1,9.1,54.5,28.6,71.4,100,0,44.4,55.6
2014-2015,Victor Claver,POR,26,10,6,4,7.6,45,55,25,8.3,75,8.3,0,8.3,16.7,100,0,100,0,100,0
2014-2015,Victor Oladipo,ORL,23,72,22,50,35.7,77.2,22.8,60.2,13.2,19.5,17.5,20.3,18.6,47.1,31.6,68.4,72.6,27.4,38.9,61.1
2014-2015,Vince Carter,MEM,38,66,45,21,16.5,42.9,57.1,34.4,15.1,53.9,7.3,11.7,16.1,19.3,24.2,75.8,92.8,7.2,59.3,40.7
2014-2015,Wayne Ellington,LAL,27,65,18,47,25.8,60.6,39.4,50.5,27.1,41.5,14.2,8,15.7,23.4,57.9,42.1,68.9,31.1,61.8,38.2
2014-2015,Wesley Johnson,LAL,27,76,20,56,29.5,62.5,37.5,51.8,25.8,36.3,13.7,12,15.7,26,65.1,34.9,92.3,7.7,73.8,26.2
2014-2015,Wesley Matthews,POR,28,60,41,19,33.7,40.8,59.2,34.3,10.7,54.3,12.1,11.4,14.1,23.6,45.1,54.9,87.3,12.7,66.8,33.2
2014-2015,Will Barton,DEN,24,58,30,28,17,75.9,24.1,64,10.6,17.4,31.5,18.6,26.4,53.4,47.2,52.8,69.6,30.4,50.7,49.3
2014-2015,Will Bynum,WAS,32,7,4,3,9.5,71,29,90.9,27.3,0,22.7,9.1,9.1,63.6,10,90,0,0,10,90
2014-2015,Will Cherry,TOR,24,8,6,2,8.7,52.6,47.4,40,0,40,13.3,20,26.7,40,33.3,66.7,100,0,60,40
2014-2015,Willie Green,ORL,33,52,15,37,18.3,60.5,39.5,49.7,20.3,41.2,19,9.2,19.6,29.4,40.8,59.2,83.3,16.7,55.9,44.1
2014-2015,Wilson Chandler,DEN,28,78,28,50,31.7,58.4,41.6,51.4,6.6,38.4,16.7,10.1,14.9,44.8,45.2,54.8,93.5,6.5,61.2,38.8
2014-2015,Xavier Henry,LAL,24,9,1,8,9.5,100,0,30,20,0,30,70,30,10,66.7,33.3,0,0,66.7,33.3
2014-2015,Zach LaVine,MIN,20,77,15,62,24.7,75.3,24.7,58.9,21.6,22,28.3,19.2,19.4,37.3,34.9,65.1,78.9,21.1,43.7,56.3
2014-2015,Zach Randolph,MEM,33,71,51,20,32.4,97.9,2.1,78.2,17.5,1.8,5.9,19.9,14.5,60.7,47.7,52.3,85.7,14.3,48.2,51.8
2014-2015,Zaza Pachulia,MIL,31,73,34,39,23.7,99.4,0.6,79.2,26.4,0,7.1,20.8,18,52.8,74.2,25.8,0,0,74.2,25.8
2014-2015,Zoran Dragic,MIA,26,16,6,10,4.7,53.3,46.7,57.1,0,32.1,46.4,10.7,50,57.1,50,50,100,0,63.6,36.4
2013-2014,AJ Price,MIN,27,28,15,13,3.5,52.2,47.8,59.1,40.9,40.9,11.4,0,11.4,18.2,23.1,76.9,83.3,16.7,42.1,57.9
2013-2014,Aaron Brooks,DEN,29,72,42,30,21.6,57.3,42.7,42.5,9.9,44.7,10.9,12.9,13.8,32.6,13.9,86.1,69.8,30.2,36.9,63.1
2013-2014,Aaron Gray,SAC,29,37,12,25,9.6,98.4,1.6,83.1,9.2,0,3.1,16.9,10.8,73.8,66.7,33.3,0,0,66.7,33.3
2013-2014,Adonis Thomas,PHI,21,6,2,4,6.3,64.3,35.7,71.4,28.6,21.4,42.9,7.1,35.7,42.9,20,80,100,0,33.3,66.7
2013-2014,Al Harrington,WAS,34,34,20,14,15,51.7,48.3,42.7,5.3,45.3,9.8,12,16.4,37.3,64.6,35.4,100,0,79.3,20.7
2013-2014,Al Horford,ATL,28,29,16,13,33,97.4,2.6,87,32.7,2.2,11.2,10.8,15.8,54.3,70.9,29.1,100,0,71.4,28.6
2013-2014,Al Jefferson,CHA,29,73,38,35,35,98.9,1.1,87.5,25.7,0.6,1.7,12,14,61.7,61.1,38.9,100,0,61.3,38.7
2013-2014,Al-Farouq Aminu,NOP,23,80,33,47,25.6,90.3,9.7,77.3,15,6.8,19.9,15.9,19.1,62.2,67.4,32.6,100,0,69.2,30.8
2013-2014,Alan Anderson,BKN,31,78,43,35,22.7,48.9,51.1,39,13.5,44.7,11.5,16.3,15.4,25.5,43.6,56.4,89.3,10.7,63.4,36.6
2013-2014,Alec Burks,UTA,22,78,24,54,28.1,82.8,17.2,60.6,15.1,13.8,16.4,25.6,15.5,45.5,32.7,67.3,82,18,39.2,60.8
2013-2014,Alex Len,PHX,21,42,24,18,8.6,100,0,76.7,9.3,0,5.8,23.3,11.6,67.4,48.5,51.5,0,0,48.5,51.5
2013-2014,Alexey Shved,MIN,25,63,28,35,10.5,57,43,36.8,3.2,36,23.6,27.2,16.8,33.6,39.1,60.9,63.3,36.7,48.7,51.3
2013-2014,Alexis Ajinca,NOP,26,56,22,34,17,99.6,0.4,82.9,20.1,0,1.8,17.1,15.2,62.8,70.6,29.4,0,0,70.6,29.4
2013-2014,Allen Crabbe,POR,22,15,12,3,6.7,57.6,42.4,36.4,12.1,54.5,6.1,9.1,15.2,24.2,66.7,33.3,83.3,16.7,75,25
2013-2014,Alonzo Gee,CLE,27,65,29,36,15.7,75.4,24.6,61.2,8.5,22.1,22.1,16.7,17.8,52.7,63.3,36.7,94.7,5.3,69.4,30.6
2013-2014,Amar'e Stoudemire,NYK,31,65,26,39,22.6,100,0,80.6,21.2,0,2.8,19.4,14.5,59.3,62.1,37.9,0,0,62.1,37.9
2013-2014,Amir Johnson,TOR,27,77,43,34,28.8,89.2,10.8,81.1,10.3,7.5,7.9,11.4,17.3,70.8,71,29,95,5,72.4,27.6
2013-2014,Anderson Varejao,CLE,31,65,25,40,27.7,98.5,1.5,83.2,27.5,0,5.9,16.8,12.3,55.7,68.3,31.7,0,0,68.3,31.7
2013-2014,Andray Blatche,BKN,27,73,40,33,22.2,92,8,74.5,20,5.5,6.1,20,17.2,54.6,53.9,46.1,93.3,6.7,55.8,44.2
2013-2014,Andre Drummond,DET,20,81,29,52,32.3,99.7,0.3,87.5,0.4,0,15.3,12.5,19.1,87.1,57.4,42.6,0,0,57.4,42.6
2013-2014,Andre Iguodala,GSW,30,63,41,22,32.4,61.8,38.2,53.7,11.6,31.6,25.5,14.6,23.6,42.2,50.6,49.4,90.3,9.7,61.8,38.2
2013-2014,Andre Miller,WAS,38,58,32,26,16.9,90.9,9.1,67.1,11.3,11.7,9.5,21.2,11.3,55.8,18.9,81.1,90.9,9.1,26.4,73.6
2013-2014,Andre Roberson,OKC,22,40,30,10,10,80.9,19.1,82.7,0,8,28,9.3,22.7,82.7,45.2,54.8,100,0,48.5,51.5
2013-2014,Andrea Bargnani,NYK,28,42,15,27,29.9,78.5,21.5,68.8,30.5,16.1,3.9,15.1,17.7,38.4,76,24,96.7,3.3,78.8,21.2
2013-2014,Andrei Kirilenko,BKN,33,45,30,15,19.1,96.9,3.1,71.7,3.5,1.3,11.5,27,21.2,68.1,69.1,30.9,100,0,69.5,30.5
2013-2014,Andrew Bogut,GSW,29,67,40,27,26.4,100,0,95.5,2,0,6.9,4.5,17.1,93.5,71.5,28.5,0,0,71.5,28.5
2013-2014,Andrew Bynum,IND,26,26,11,15,19.8,100,0,83.6,18.7,0,1.8,16.4,13.8,64.9,47.9,52.1,0,0,47.9,52.1
2013-2014,Andrew Nicholson,ORL,24,76,19,57,15.4,78.8,21.2,69.9,35.9,19.3,3,10.8,10.6,34,58.6,41.4,96.4,3.6,64.4,35.6
2013-2014,Andris Biedrins,UTA,28,6,0,6,7.4,100,0,66.7,0,0,0,33.3,66.7,66.7,100,0,0,0,100,0
2013-2014,Antawn Jamison,LAC,38,22,15,7,11.3,55.4,44.6,50,9.5,28.6,13.1,21.4,20.2,40.5,76.2,23.8,100,0,82.8,17.2
2013-2014,Anthony Bennett,CLE,21,52,20,32,12.7,76.4,23.6,61.8,20.3,18,7.8,20.3,17.5,41.5,61.2,38.8,100,0,67.5,32.5
2013-2014,Anthony Davis,NOP,21,67,29,38,35.2,99.1,0.9,74.6,20.7,0.4,13.9,25,17.4,53.9,66.7,33.3,100,0,66.9,33.1
2013-2014,Anthony Morrow,NOP,28,76,32,44,18.8,62.5,37.5,47.2,22.6,41.5,12.4,11.3,14.8,24.5,65.3,34.7,93.2,6.8,75.6,24.4
2013-2014,Anthony Randolph,DEN,24,43,15,28,12.3,65.3,34.7,48.5,12.6,26.2,21.8,25.2,23.3,35.9,56,44,100,0,67.6,32.4
2013-2014,Anthony Tolliver,CHA,29,64,33,31,20.3,19.5,80.5,13.7,3.6,77.9,9.9,8.4,14,10.2,74.1,25.9,100,0,94.6,5.4
2013-2014,Archie Goodwin,PHX,19,52,32,20,10.2,78.4,21.6,73.2,2.1,7.7,27.8,19.1,32,71.1,38,62,100,0,42.1,57.9
2013-2014,Arinze Onuaku,CLE,26,5,2,3,6,100,0,66.7,0,0,0,33.3,33.3,66.7,0,100,0,0,0,100
2013-2014,Arnett Moultrie,PHI,23,12,0,12,15.6,100,0,88.9,44.4,0,16.7,11.1,33.3,44.4,75,25,0,0,75,25
2013-2014,Aron Baynes,SAS,27,53,41,12,9.3,100,0,88.2,13.7,0,2.5,11.8,9.3,74.5,64.8,35.2,0,0,64.8,35.2
2013-2014,Arron Afflalo,ORL,28,73,21,52,35,70.3,29.7,50.5,30.2,28.9,12.9,20.6,13.9,20.3,53,47,88.3,11.7,62.7,37.3
2013-2014,Austin Daye,SAS,26,22,16,6,6.7,45.6,54.4,36.4,15.2,54.5,6.1,9.1,6.1,21.2,33.3,66.7,100,0,66.7,33.3
2013-2014,Austin Rivers,NOP,21,69,27,42,19.4,79.1,20.9,58.9,3.8,20.4,11.9,20.8,17.2,55.1,21.8,78.2,97.2,2.8,35.9,64.1
2013-2014,Avery Bradley,BOS,23,60,19,41,30.9,75.8,24.2,63.3,37.7,26.6,16,10.1,20.9,25.6,54.3,45.7,93.7,6.3,62.9,37.1
2013-2014,Ben Gordon,CHA,31,19,8,11,14.7,73.1,26.9,58.6,26.3,24.2,9.1,17.2,20.2,32.3,65.5,34.5,100,0,73,27
2013-2014,Ben McLemore,SAC,21,82,28,54,26.7,56.3,43.7,44.4,15,39.6,25.6,16,16.7,29.4,61.9,38.1,94.7,5.3,74.1,25.9
2013-2014,Beno Udrih,MEM,31,41,18,23,15.7,76.4,23.6,59,30,28.5,5,12.5,6,29,37.3,62.7,94.7,5.3,51.3,48.7
2013-2014,Bernard James,DAL,29,30,17,13,4.9,95.7,4.3,78.6,0,0,17.9,21.4,28.6,78.6,54.5,45.5,0,0,54.5,45.5
2013-2014,Bismack Biyombo,CHA,21,77,42,35,13.9,100,0,79.3,4.5,0,3.6,20.7,12.6,74.8,71.6,28.4,0,0,71.6,28.4
2013-2014,Blake Griffin,LAC,25,80,56,24,35.8,96.8,3.2,73.2,17.8,1.9,20.6,25,17.6,55.3,64.9,35.1,83.3,16.7,65.2,34.8
2013-2014,Boris Diaw,SAS,32,79,60,19,25,80.7,19.3,71.7,14.5,18.8,6.8,9.5,12.6,57.2,58.4,41.6,100,0,64.6,35.4
2013-2014,Bradley Beal,WAS,21,73,40,33,34.7,70.1,29.9,54.9,30.9,33.1,18.3,11.9,17.3,24,51.3,48.7,94.2,5.8,63.6,36.4
2013-2014,Brandan Wright,DAL,26,58,36,22,18.6,100,0,85.3,4.2,0,7.2,14.7,14.3,81.1,87.5,12.5,0,0,87.5,12.5
2013-2014,Brandon Bass,BOS,29,82,25,57,27.6,99.2,0.8,76.8,32.1,0.7,6.4,22.5,17.5,44.8,60.3,39.7,50,50,60.2,39.8
2013-2014,Brandon Davies,PHI,22,51,15,36,11.3,92.2,7.8,72.2,8.3,4.2,21.5,23.6,22.9,63.9,73.1,26.9,100,0,74.1,25.9
2013-2014,Brandon Jennings,DET,24,80,28,52,34.1,59.7,40.3,43.4,14.5,37.2,20.6,19.4,18.7,28.8,23,77,44.8,55.2,31,69
2013-2014,Brandon Knight,MIL,22,72,13,59,33.3,69,31,54.4,16.3,25.6,19.2,20.1,18.2,38.1,29.6,70.4,64.5,35.5,38,62
2013-2014,Brandon Rush,UTA,28,38,13,25,11,47.8,52.2,35.4,20.3,60.8,7.6,3.8,6.3,15.2,35.7,64.3,81.3,18.8,60,40
2013-2014,Brian Roberts,NOP,28,72,28,44,23.2,69.4,30.6,53.2,29.2,28.4,8.4,18.5,16.2,23.9,31.1,68.9,68.8,31.3,41,59
2013-2014,Brook Lopez,BKN,26,17,7,10,31.4,99.6,0.4,73.3,19.9,0,5.1,26.7,15.6,53.4,60.5,39.5,0,0,60.5,39.5
2013-2014,Byron Mullens,PHI,25,45,16,29,9.2,46.1,53.9,42.3,11.6,52.4,20.1,5.3,12.7,30.7,60,40,97,3,76.7,23.3
2013-2014,C.J. Watson,IND,30,63,48,15,18.9,56.6,43.4,44.9,18.4,38.4,22,16.7,22.9,26.6,38.7,61.3,83,17,54.8,45.2
2013-2014,CJ McCollum,POR,22,38,21,17,12.5,55.1,44.9,43.8,17.9,44.8,11.9,11.4,17.4,25.9,36.4,63.6,90,10,58.1,41.9
2013-2014,CJ Miles,CLE,27,51,21,30,19.3,48.4,51.6,37.8,13.1,49.5,16.1,12.7,15.5,24.7,67.4,32.6,94,6,79.8,20.2
2013-2014,Carl Landry,SAC,30,18,5,13,12.9,100,0,81.6,39.5,0,2.6,18.4,9.2,42.1,74.2,25.8,0,0,74.2,25.8
2013-2014,Carlos Boozer,CHI,32,76,43,33,28.2,99.8,0.2,85.8,34,0,3.6,14.2,14.4,51.8,71.1,28.9,0,0,71.1,28.9
2013-2014,Carmelo Anthony,NYK,30,77,35,42,38.7,74.7,25.3,54.5,32.1,23.7,6.2,21.7,15.4,22.4,29.2,70.8,71.3,28.7,38.6,61.4
2013-2014,Caron Butler,OKC,34,56,21,35,25.3,53.9,46.1,39.2,30.3,50.1,8,10.7,16.9,8.9,56.5,43.5,93.9,6.1,73.7,26.3
2013-2014,Carrick Felix,CLE,23,7,2,5,5.4,64.3,35.7,52.6,0,31.6,31.6,15.8,21.1,52.6,100,0,100,0,100,0
2013-2014,Cartier Martin,ATL,29,59,27,32,14.7,42.8,57.2,31.6,14,53.8,9.4,14.6,12.8,17.6,82.7,17.3,94.9,5.1,89.2,10.8
2013-2014,Casper Ware,PHI,24,9,3,6,12.9,50,50,45.8,8.3,43.8,6.3,10.4,33.3,37.5,45.5,54.5,71.4,28.6,55.6,44.4
2013-2014,Chandler Parsons,HOU,25,74,50,24,37.6,64.4,35.6,54.8,6.4,31.8,21.4,13.4,16.6,48.5,52.7,47.3,94.6,5.4,64.4,35.6
2013-2014,Channing Frye,PHX,31,82,48,34,28.2,44.5,55.5,38.7,18,52.7,7.1,8.6,14.7,20.7,47.7,52.3,98.1,1.9,71.7,28.3
2013-2014,Charlie Villanueva,DET,29,20,5,15,9,39.1,60.9,45.7,8.7,45.7,8.7,8.7,20.7,37,66.7,33.3,100,0,80,20
2013-2014,Chase Budinger,MIN,26,41,21,20,18.3,52.8,47.2,42.3,9.5,46,20.4,11.7,17.5,32.8,70.7,29.3,97.6,2.4,82,18
2013-2014,Chauncey Billups,DET,37,19,7,12,16.3,39.2,60.8,27.8,22.2,58.3,0,13.9,22.2,5.6,30,70,64.3,35.7,50,50
2013-2014,Chris Andersen,MIA,35,72,49,23,19.4,95.6,4.4,73,2.9,1.9,2.7,25.2,20.1,70,70.7,29.3,100,0,71.2,28.8
2013-2014,Chris Babb,BOS,24,14,3,11,9.5,10,90,18.2,0,81.8,0,0,9.1,18.2,100,0,100,0,100,0
2013-2014,Chris Bosh,MIA,30,79,53,26,32,77.1,22.9,65.3,26.5,17.3,2,17.4,14.4,38.7,77.3,22.7,95.9,4.1,80.1,19.9
2013-2014,Chris Copeland,IND,30,41,25,16,6.5,32.5,67.5,28.8,1.3,64.7,5.2,6.5,13.1,27.5,27.3,72.7,90.9,9.1,65.5,34.5
2013-2014,Chris Douglas-Roberts,CHA,27,49,27,22,20.7,47.6,52.4,35.4,4.1,45.1,24.8,19.5,13.6,31.3,53.3,46.7,96.1,3.9,73,27
2013-2014,Chris Johnson,BOS,24,40,11,29,19.7,40.7,59.3,33.6,4,51.6,22,14.8,25.6,29.6,66.7,33.3,97.7,2.3,82.4,17.6
2013-2014,Chris Kaman,LAL,32,39,13,26,18.9,99.1,0.9,87.1,31.7,0,2,12.9,11.4,55.4,65.9,34.1,0,0,65.9,34.1
2013-2014,Chris Paul,LAC,29,62,44,18,35,75.6,24.4,55.4,26,19.7,10.5,24.9,19.9,29.4,15.2,84.8,48.7,51.3,21.7,78.3
2013-2014,Chris Singleton,WAS,24,25,13,12,10,71.6,28.4,48,18.7,28,13.3,24,29.3,29.3,44.4,55.6,100,0,60,40
2013-2014,Chris Smith,NYK,26,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Chris Wright,MIL,25,8,1,7,15.7,97.1,2.9,87.5,4.2,0,18.8,12.5,12.5,83.3,71.4,28.6,0,0,71.4,28.6
2013-2014,Chuck Hayes,TOR,31,61,33,28,12.4,99.2,0.8,84.8,3,0,2.3,15.2,9.8,81.8,58.9,41.1,0,0,58.9,41.1
2013-2014,Cody Zeller,CHA,21,82,43,39,17.3,99.8,0.2,70.2,17.1,0,13.1,29.8,18.8,53.1,65.1,34.9,0,0,65.1,34.9
2013-2014,Cole Aldrich,NYK,25,46,26,20,7.2,100,0,71.7,2.2,0,0,28.3,10.9,69.6,54.5,45.5,0,0,54.5,45.5
2013-2014,Corey Brewer,MIN,28,81,40,41,32.2,73.9,26.1,65.9,6,17.7,43,16.3,24,59.9,67.5,32.5,94.9,5.1,71.6,28.4
2013-2014,Cory Joseph,SAS,22,68,52,16,13.8,85.7,14.3,66.5,25.1,10.5,21,23,18.7,41.4,39.5,60.5,100,0,45.2,54.8
2013-2014,Courtney Lee,MEM,28,79,47,32,25,68.4,31.6,58.6,30.2,28.4,18.9,13,18.4,28.4,49.8,50.2,91.7,8.3,60,40
2013-2014,D.J. Augustin,CHI,26,71,44,27,27.3,53.8,46.2,35.5,12,42.9,12,21.6,15.9,23.4,29.7,70.3,63.9,36.1,45,55
2013-2014,DJ Stephens,MIL,23,3,0,3,4.9,100,0,85.7,0,0,28.6,14.3,28.6,85.7,0,100,0,0,0,100
2013-2014,DJ White,CHA,27,2,2,0,5.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Damian Lillard,POR,23,82,54,28,35.8,57.5,42.5,39.5,11,38.6,10.4,21.9,14.6,28.6,26.9,73.1,59.6,40.4,39.8,60.2
2013-2014,Damion James,SAS,26,5,1,4,10.1,77.8,22.2,66.7,33.3,0,33.3,33.3,33.3,33.3,50,50,0,0,50,50
2013-2014,Daniel Orton,PHI,23,22,7,15,11.4,100,0,64.6,21.5,0,9.2,35.4,4.6,43.1,76.2,23.8,0,0,76.2,23.8
2013-2014,Danny Granger,LAC,31,41,31,10,20.7,58.3,41.7,43.2,16,38.2,16,18.6,16,27.2,46.6,53.4,97.7,2.3,65.5,34.5
2013-2014,Danny Green,SAS,27,68,54,14,24.3,37,63,27.8,7.4,64.1,19.9,8.1,19.9,20.4,70.9,29.1,91.7,8.3,83.5,16.5
2013-2014,Dante Cunningham,MIN,27,81,39,42,20.2,99,1,92.5,51.4,0,12.7,7.5,16.3,41.2,84.7,15.3,0,0,84.7,15.3
2013-2014,Darius Johnson-Odom,PHI,24,3,0,3,5.1,57.1,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Darius Miller,NOP,24,45,14,31,16.1,53.6,46.4,48,29,37.5,8.5,14.5,15.5,19,62.5,37.5,92,8,72.6,27.4
2013-2014,Darius Morris,MEM,23,27,16,11,11.6,60.4,39.6,50.5,9.3,33.6,20.6,15.9,22.4,41.1,25.9,74.1,58.3,41.7,35.9,64.1
2013-2014,Darrell Arthur,DEN,26,68,33,35,17.1,84.4,15.6,68.8,49.4,18,7,13.2,16.5,19.5,83.3,16.7,100,0,85.8,14.2
2013-2014,Darren Collison,LAC,26,80,56,24,25.9,72.8,27.2,55.5,20.6,23.4,23.9,21.1,18.3,34.9,34.4,65.6,90.1,9.9,46.6,53.4
2013-2014,David Lee,GSW,31,69,42,27,33.2,99.9,0.1,81.6,9.7,0,9.7,18.4,13.3,71.9,68,32,0,0,68,32
2013-2014,David West,IND,33,80,54,26,30.9,98.4,1.6,81.2,35.4,1.1,2.5,17.7,12.4,45.8,66.5,33.5,100,0,66.8,33.2
2013-2014,DeAndre Jordan,LAC,25,82,57,25,35,100,0,81.3,0.7,0,14.7,18.7,15.1,80.6,74.4,25.6,0,0,74.4,25.6
2013-2014,DeAndre Liggins,MIA,26,1,1,0,1.4,100,0,100,0,0,0,0,0,100,0,100,0,0,0,100
